0,1,5.81567065413679,19.474750228527004,12.175479170066252
0,2,4.127040930402973,16.836316423238255,16.211982617584344
0,3,4.694554107453964,16.789722139429465,12.25402999243208
0,4,4.813168873918884,15.256065437706804,17.11569530869283
0,5,4.548093164740155,14.213239208919436,12.147029706673518
0,6,5.541487916309182,16.87867172260054,11.99790265928896
0,7,5.363507239961485,12.895567140315253,11.943658590602544
0,8,6.516566467869967,11.700423462604856,13.31509301523442
0,9,5.419675410652808,13.538758567521947,11.329204727566513
0,10,6.9955481900291785,11.640001066231846,11.540667655397932
